areasymbol,areaname,musym,natmusym,muname,map_order,mukey,dmu_nasis_group,coiid,compname,localphase,comppct_r,comp_acres,majcompflag,compkind,taxorder,taxsuborder,taxgrtgroup,taxsubgrp,particle_size_class,diag_features,temp_regime,moisture_subclass,moisture_regime,MLRA_NASIS,ecosite_id,ecosite_name,rangeprod_l,rangeprod_r,rangeprod_h,oth_veg_class_type,oth_veg_class_id,oth_veg_class_name,coforprod_plantsyms,coeplants_plantsyms,cocanopy_plantsyms,map_l_in,map_r_in,map_h_in,maat_l_f,maat_r_f,maat_h_f,ffd_l,ffd_r,ffd_h,elev_l_ft,elev_r_ft,elev_h_ft,slope_l,slope_r,slope_h,aspect_rep,aspect_cw,aspect_ccw,landscape,landform,geomorph_comp,hillslope_profile,slope_shp_across_down,parent_material,restrict_kind,restrict_depth_l_in,restrict_depth_r_in,restrict_depth_h_in,soil_depth_l_in,soil_depth_r_in,soil_depth_h_in,o_horizon_depth_in,ksat_l_0_10_in,ksat_l_10_40_in,ksat_l_0_40_in,awc_l_0_10_in,awc_r_0_10_in,awc_h_0_10_in,awc_l_0_40_in,awc_r_0_40_in,awc_h_0_40_in,surf_texture,frags_r_2mm_3in_on_surf,frags_lo_2mm_3in_on_surf,frags_hi_2mm_3in_on_surf,frags_r_gt_3in_on_surf,frags_lo_gt_3in_on_surf,frags_hi_gt_3in_on_surf,surfhzn_frags_r_2mm-3in,surfhzn_frags_r_gt_3in,subsurf_frags_r_2mm-3in,subsurf_frags_lo_2mm-3in,subsurf_frags_hi_2mm-3in,subsurf_frags_r_gt_3in,subsurf_frags_lo_gt_3in,subsurf_frags_hi_gt_3in,albedo_dry_r,clay_r_surf_,clay_r_max_0_20in,surf_structure,pH_l_0_10in,pH_h_0_10in,pH_l_10_40in,pH_h_10_40in,CaCO3_l_0_10in,CaCO3_h_0_10in,CaCO3_l_10_40in,CaCO3_h_10_40in,SAR_l_0_10in,SAR_h_0_10in,SAR_l_10_40in,SAR_h_10_40in,EC_l_0_10in,EC_h_0_10in,EC_l_10_40in,EC_h_10_40in,water_table_l_in,water_table_h_in,water_table_months,drainage_class,flood_freq,flood_dur,pond_freq,pond_dur,pond_depth_h,pond_depth_l,pond_depth_rv
CA792,"Sequoia and Kings Canyon National Parks, California",5142,2z27m,"Bearhill, warm-Edencreek, warm-Grunigen complex, 15 to 45 percent slopes",order 3,3171631,2-SON SEKI,2669149,Grunigen,,20,200,yes,series,Mollisols,Xerolls,Haploxerolls,Lithic Ultic Haploxerolls,loamy,"mollic epipedon(1-12), lithic contact(12-79)",Mesic,Typic,Xeric,22A,F022AK100CA,Steep Mesic Drainages,,,,,,,,,"QUCH2, QUWI2, UMCA",28,34,36,54,57,61,195,225,250,2660,3580,4510,30,60,60,100,360,0,mountains,mountain slopes,mountainflank,"backslope, shoulder",convex/convex,colluvium derived from granite over residuum weathered from granite,Lithic bedrock,10,12,20,,12,,1,high,high,high,0.8,1.3,1.4,0.9,1.4,1.7,SL,0,0,5,0,1,14,0,0,0,0,13,0,0,4,0.09,6,15,weak medium granular structure,5.6,7.3,,,0,0,,,0,0,,,0,0,,,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5142,2z27m,"Bearhill, warm-Edencreek, warm-Grunigen complex, 15 to 45 percent slopes",order 3,3171631,2-SON SEKI,2669147,Mororock,,10,100,no,series,Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy,"mollic epipedon(1-20), cambic horizon(20-41)",Mesic,Typic,Xeric,22A,F022AK100CA,Steep Mesic Drainages,,,,,,,,,"QUCH2, QUWI2, UMCA",28,34,36,54,57,61,195,225,250,2660,3280,4510,10,26,45,235,360,0,mountains,mountain slopes,lower third of mountainflank,"backslope, footslope",concave/linear,colluvium and/or residuum weathered from granite,,,,,,60,,1,moderately high,moderately high,moderately high,0.9,1.4,2.2,3.3,5.1,8,GR-L,0,0,10,0,2,28,0,0,14,0,24,5,0,19,0.09,13,15,"moderate fine granular structure, and moderate medium granular structure",6.1,7.3,5.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5142,2z27m,"Bearhill, warm-Edencreek, warm-Grunigen complex, 15 to 45 percent slopes",order 3,3171631,2-SON SEKI,2669150,Rock outcrop,granitic,7,70,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,28,34,36,54,57,61,195,225,250,2660,3640,4510,10,39,45,,,,mountains,mountain slopes,"mountaintop, free face","shoulder, summit",convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5235,2w87c,"Kaweah-Colonymill-Potwisha-Rock outcrop, marble complex, 30 to 100 percent slopes",order 3,2924872,2-SON SEKI,2588495,Kaweah,,30,353,yes,series,Mollisols,Xerolls,Haploxerolls,Pachic Ultic Haploxerolls,loamy-skeletal,mollic epipedon(1-33),Mesic,Typic,Xeric,22A,F022AK101CA,Mesic Shoulders And Backslopes,,,,,,,,,"ABCO, CADE27, QUKE, QUWI2",32,37,40,50,52,59,165,180,240,3130,4110,6630,30,75,100,180,360,0,mountains,mountain slopes,mountainflank,backslope,linear/concave,colluvium derived from metamorphic rock and/or residuum weathered from metamorphic rock,,,,,,59,,1,moderately high,moderately high,moderately high,0.8,1.2,1.8,2.3,4,6.3,GRV-L,10,1,14,15,1,14,0,0,31,15,41,11,10,27,0.23,13,15,moderate medium granular structure,5.6,7.5,5.6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5235,2w87c,"Kaweah-Colonymill-Potwisha-Rock outcrop, marble complex, 30 to 100 percent slopes",order 3,2924872,2-SON SEKI,2588494,Colonymill,,25,294,yes,series,Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine-loamy,"mollic epipedon(1-22), argillic horizon(22-63)",Mesic,Typic,Xeric,22A,R022AK002CA,Very Deep Mesic Slopes,,,,,,,,,,32,37,40,50,52,59,165,180,240,3130,4980,6630,30,60,100,220,90,180,mountains,mountain slopes,mountainflank,backslope,convex/linear,colluvium derived from metamorphic rock over residuum weathered from metamorphic rock,,,,,,63,,1,moderately high,moderately low,moderately low,1.1,1.8,2.1,4.6,6.5,8.1,L,,,,,,,0,0,10,0,21,6,0,16,0.16,10,26,moderate fine granular structure,5.1,7,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5235,2w87c,"Kaweah-Colonymill-Potwisha-Rock outcrop, marble complex, 30 to 100 percent slopes",order 3,2924872,2-SON SEKI,2588493,Potwisha,,25,294,yes,taxadjunct,Mollisols,Xerolls,Haploxerolls,Lithic Ultic Haploxerolls,loamy-skeletal,"mollic epipedon(0-19), lithic contact(19-79)",Thermic,Typic,Xeric,22A,R018XC109CA,Steep Marble Canyon Walls,,,,,,,,,,32,37,40,50,52,59,165,180,240,3130,4790,6630,30,80,100,188,250,100,mountains,structural benches on mountain slopes,mountainflank,backslope,convex/convex,colluvium derived from marble over residuum weathered from marble,Lithic bedrock,10,19,20,,19,,0,moderately high,moderately high,moderately high,0.6,1.1,1.2,0.9,1.9,2.2,GR-FSL,20,2,28,2,2,33,20,0,24,20,41,5,5,23,0.16,7,9,weak fine subangular blocky structure,7.2,8,7.4,8.2,0,10,0,10,0,0,0,0,0,2,0,2,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5235,2w87c,"Kaweah-Colonymill-Potwisha-Rock outcrop, marble complex, 30 to 100 percent slopes",order 3,2924872,2-SON SEKI,2588490,Rock outcrop,marble,15,176,yes,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,32,37,40,50,52,59,165,180,240,3130,4860,6630,30,70,110,,,,mountains,mountain slopes,free face,"backslope, summit",convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5235,2w87c,"Kaweah-Colonymill-Potwisha-Rock outcrop, marble complex, 30 to 100 percent slopes",order 3,2924872,2-SON SEKI,2669156,Edencreek,warm,5,59,no,taxadjunct,Mollisols,Xerolls,Argixerolls,Ultic Argixerolls,coarse-loamy,"mollic epipedon(1-13), argillic horizon(6-20), paralithic materials(20-35), paralithic contact(20-35)",Mesic,Typic,Xeric,22A,R022AK001CA,Steep Shallow Mesic Slopes,,,,,,,,,,32,37,40,50,52,59,165,200,240,3130,3810,6630,30,45,60,210,360,0,mountains,mountain slopes,lower third of mountainflank,backslope,convex/linear,colluvium derived from granite over residuum weathered from granite,Paralithic bedrock,20,20,39,,20,,1,moderately high,moderately high,moderately high,1,1.2,1.7,1.7,2.1,3.1,SL,2,0,10,0,1,14,0,0,18,0,26,0,0,0,0.16,11,19,"moderate medium subangular blocky structure, and moderate fine subangular blocky structure",5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5241,2twpx,"Colonymill, cool-Whiskeylog-Ladybug complex, 30 to 90 percent slopes",order 3,2924649,2-SON SEKI,2293002,Colonymill,cool,40,5564,yes,series,Mollisols,Xerolls,Argixerolls,Pachic Ultic Argixerolls,fine-loamy,"mollic epipedon(3-31), argillic horizon(18-79)",Mesic,Typic,Xeric,22A,F022AK101CA,Mesic Shoulders And Backslopes,,,,,,,,,"QUCH2, QUWI2, UMCA",29,35,40,50,55,59,165,200,245,2480,5030,6330,45,57,90,286,90,180,mountains,mountain slopes,center third of mountainflank,backslope,linear/linear,colluvium derived from metasedimentary rock over residuum weathered from metasedimentary rock,,,,,,79,,3,moderately high,moderately high,moderately high,1.1,1.9,2.2,4.6,6.7,8.1,L,,,,,,,10,0,7,0,23,0,0,2,0.23,15,28,strong very fine subangular blocky structure,5.1,7,5.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5241,2twpx,"Colonymill, cool-Whiskeylog-Ladybug complex, 30 to 90 percent slopes",order 3,2924649,2-SON SEKI,2293006,Whiskeylog,,19,2643,yes,series,Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,"ochric epipedon(0-7), cambic horizon(4-34), argillic horizon(34-59)",Mesic,Typic,Xeric,22A,R022AK002CA,Very Deep Mesic Slopes,,,,,,,,,"ABCO, CADE27, QUKE, QUWI2",29,35,40,50,55,59,165,200,245,2480,4820,6330,30,40,75,120,235,90,mountains,mountain slopes,center third of mountainflank,backslope,linear/linear,colluvium derived from metasedimentary rock and/or residuum weathered from metasedimentary rock,,,,,,59,,1,moderately high,moderately high,moderately high,1.2,1.5,2.1,4.9,6.3,8.2,SL,0,0,5,0,0,10,0,0,6,0,17,1,0,6,0.23,10,18,"weak fine granular structure, and weak very fine granular structure",6.1,7.3,5.6,7.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5241,2twpx,"Colonymill, cool-Whiskeylog-Ladybug complex, 30 to 90 percent slopes",order 3,2924649,2-SON SEKI,2293007,Ladybug,,16,2225,yes,series,Mollisols,Xerolls,Argixerolls,Ultic Argixerolls,fine-loamy,"mollic epipedon(1-15), argillic horizon(15-45), lithic contact(45-79)",Mesic,Typic,Xeric,22A,R022AK002CA,Very Deep Mesic Slopes,,,,,,,,,,29,35,40,50,55,59,165,200,245,2480,3490,6330,45,55,75,305,45,135,mountains,mountain slopes,upper third of mountainflank,"backslope, shoulder",convex/convex,colluvium derived from metasedimentary rock over residuum weathered from metasedimentary rock,Lithic bedrock,39,45,59,,45,,1,moderately high,moderately high,moderately high,1.4,1.9,2.1,4.3,6.1,7.6,L,1,0,5,1,0,5,0,0,9,3,22,1,1,9,0.29,14,30,weak fine granular structure,5.6,6.5,5.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5241,2twpx,"Colonymill, cool-Whiskeylog-Ladybug complex, 30 to 90 percent slopes",order 3,2924649,2-SON SEKI,2293005,Kaweah,dry,12,1669,no,series,Mollisols,Xerolls,Haploxerolls,Pachic Ultic Haploxerolls,loamy-skeletal,mollic epipedon(1-33),Mesic,Typic,Xeric,22A,F022AK104CA,Mesic Metasedimentary Hillslopes,,,,,,,,,"QUDO, QUKE",29,35,40,50,55,59,165,200,245,2480,4110,6330,45,75,90,180,360,0,mountains,mountain slopes,mountainflank,backslope,concave/linear,colluvium derived from metasedimentary rock,,,,,,59,,1,moderately high,moderately high,moderately high,0.8,1.2,1.8,2.3,4,6.3,GRV-L,10,1,14,15,1,14,0,0,31,15,41,11,10,27,0.23,13,15,moderate medium granular structure,5.6,7.5,5.6,7.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5241,2twpx,"Colonymill, cool-Whiskeylog-Ladybug complex, 30 to 90 percent slopes",order 3,2924649,2-SON SEKI,2669151,Mororock,,10,1391,no,series,Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy,"mollic epipedon(1-20), cambic horizon(20-41)",Mesic,Typic,Xeric,22A,F022AK100CA,Steep Mesic Drainages,,,,,,,,,"QUCH2, QUWI2, UMCA",29,35,40,50,55,59,165,200,245,2480,4400,6330,45,80,90,225,360,0,mountains,mountain slopes,lower third of mountainflank,"backslope, footslope","concave/linear, linear/concave",colluvium derived from metasedimentary rock and/or residuum weathered from metasedimentary rock,,,,,,60,,1,moderately high,moderately high,moderately high,0.9,1.4,2.2,3.3,5.1,8,GR-L,0,0,10,0,2,28,0,0,14,0,24,5,0,19,0.09,13,15,"moderate fine granular structure, and moderate medium granular structure",6.1,7.3,5.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",5241,2twpx,"Colonymill, cool-Whiskeylog-Ladybug complex, 30 to 90 percent slopes",order 3,2924649,2-SON SEKI,2293000,Rock outcrop,metamorphic,3,417,no,miscellaneous area,,,,,,,,,,22A,,,,,,,,,,,,29,35,40,50,55,59,165,200,245,2480,4560,6330,50,63,100,,,,mountains,mountain slopes,free face,"shoulder, summit",convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6040,2wcjr,"Fryespoint-Yuccacreek, warm complex, 15 to 60 percent slopes",order 3,2924644,2-SON SEKI,2417658,Yuccacreek,warm,45,75,yes,taxadjunct,Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy,"mollic epipedon(1-12), densic materials(55-65), densic contact(55-65)",Thermic,Typic,Xeric,18,F018XC201CA,Thermic Granitic Foothills,,,,,,,,,"QUDO, QUWI2",27,27,28,61,63,63,250,270,275,1560,2820,3020,15,18,30,190,270,90,foothills,landslides,side slope,"backslope, footslope","linear/linear, convex/linear",debris slide deposits derived from granite,Densic bedrock,39,55,59,,55,,1,high,moderately high,moderately high,0.9,1.3,1.4,3.3,4.3,5.2,SL,20,1,19,10,1,24,0,0,11,3,18,1,1,12,0.16,8,15,"moderate medium granular structure, and moderate medium granular structure, and moderate fine subangular blocky structure",5.1,6,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6040,2wcjr,"Fryespoint-Yuccacreek, warm complex, 15 to 60 percent slopes",order 3,2924644,2-SON SEKI,2669328,Fryespoint,,45,75,yes,taxadjunct,Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,sandy-skeletal,"ochric epipedon(0-7), argillic horizon(11-20), densic materials(20-61), densic contact(20-61)",Thermic,Typic,Xeric,18,R018XC107CA,Thermic Hills And Mountains south-facing,,,,,,,,,,27,27,28,61,63,63,250,270,275,1560,2050,3020,30,30,60,180,270,90,foothills,landslides,side slope,"backslope, shoulder",convex/convex,debris slide deposits derived from granite,Densic bedrock,20,20,39,,20,,0,high,moderately high,moderately high,0.3,0.6,1.2,1,1.9,5.4,GR-LS,15,1,14,0,4,66,25,0,24,25,46,0,0,14,0.23,4,9,weak thick platy structure parts to weak medium granular structure,5.1,6.5,5.1,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6040,2wcjr,"Fryespoint-Yuccacreek, warm complex, 15 to 60 percent slopes",order 3,2924644,2-SON SEKI,2669329,Andregg,,10,17,no,taxadjunct,Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy,"mollic epipedon(0-9), cambic horizon(9-21), paralithic materials(21-31), paralithic contact(21-31)",Thermic,Typic,Xeric,18,F018XC203CA,Cool Thermic Slopes,,,,,,,,,"AECA, QUCH2, QUDO, QUWI2",27,27,28,61,63,63,250,270,275,1560,1950,3020,25,38,65,135,270,90,foothills,landslides,side slope,backslope,concave/concave,colluvium derived from granite,Paralithic bedrock,20,21,39,,21,,0,high,high,high,0.7,1.3,1.5,1.5,2.5,3.4,COSL,5,0,5,6,0,7,0,0,0,0,29,0,0,6,0.23,10,15,structureless massive structure,5.6,7.3,,,0,0,,,0,0,,,0,0,,,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6131,2w878,"Fryespoint-Rock outcrop, granitic complex, 30 to 90 percent slopes",order 3,2924873,2-SON SEKI,2588475,Fryespoint,,55,271,yes,series,Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,loamy-skeletal,"mollic epipedon(0-11), lithic contact(24-79)",Thermic,Typic,Xeric,18,R018XC107CA,Thermic Hills And Mountains south-facing,,,,,,,,,,28,28,30,59,61,63,250,250,260,2120,2770,3720,30,52,90,215,310,50,foothills,"hillslopes, mountain slopes",mountainflank,"backslope, shoulder",convex/convex,residuum weathered from granite,Lithic bedrock,20,24,39,,24,,0,moderately high,moderately high,moderately high,0.5,0.9,1.2,1.1,1.8,2.6,GRV-COSL,20,1,24,8,2,28,35,0,25,25,42,0,0,13,0.23,10,16,moderate fine subangular blocky structure parts to moderate medium granular structure,5.6,7.3,5.6,7.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6131,2w878,"Fryespoint-Rock outcrop, granitic complex, 30 to 90 percent slopes",order 3,2924873,2-SON SEKI,2588473,Rock outcrop,granitic,35,173,yes,miscellaneous area,,,,,,,,,,18,,,,,,,,,,,,28,28,30,59,61,63,250,250,260,2120,2870,3720,30,70,100,180,310,50,foothills,"mountains, free faces",mountainflank,shoulder,convex/convex,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6131,2w878,"Fryespoint-Rock outcrop, granitic complex, 30 to 90 percent slopes",order 3,2924873,2-SON SEKI,2588476,Yuccacreek,steep,10,49,no,series,Mollisols,Xerolls,Argixerolls,Ultic Argixerolls,coarse-loamy,"mollic epipedon(2-22), argillic horizon(8-36), paralithic materials(62-72), paralithic contact(62-72)",Thermic,Typic,Xeric,18,R018XC110CA,Cool Thermic Shallowly Dissected Slopes,,,,,,,,,,28,28,30,59,61,63,250,250,260,2120,2820,3720,50,65,90,275,310,50,foothills,"hillslopes, mountain slopes",mountainflank,backslope,"linear/linear, concave/linear",colluvium derived from granite over residuum weathered from granite,Paralithic bedrock,59,62,79,,62,,2,moderately high,moderately high,moderately high,0.7,1.3,1.4,2.7,4.4,5.4,SL,0,1,19,3,1,14,0,0,0,0,0,0,0,0,0.09,8,15,moderate fine granular structure,5.6,7.3,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6140,2wcjs,"Ashmountain-Shepherdsaddle-Ahwahnee complex, 6 to 60 percent slopes",order 3,2924645,2-SON SEKI,2417663,Ashmountain,,31,653,yes,series,Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,coarse-loamy,"ochric epipedon(0-7), argillic horizon(7-53)",Thermic,Typic,Xeric,18,F018XC201CA,Thermic Granitic Foothills,,,,,,,,,"QUDO, QUWI2",26,28,29,59,63,63,240,265,285,1360,2480,3440,6,24,30,176,360,0,foothills,hillslopes,side slope,backslope,linear/linear,colluvium derived from granite over residuum weathered from granite,,,,,,59,,0,moderately high,moderately high,moderately high,1.1,1.5,1.7,4.2,5.3,6.8,FSL,0,0,5,0,0,5,3,0,7,0,13,0,0,0,0.23,9,16,moderate coarse subangular blocky structure,5.1,6.5,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6140,2wcjs,"Ashmountain-Shepherdsaddle-Ahwahnee complex, 6 to 60 percent slopes",order 3,2924645,2-SON SEKI,2417664,Shepherdsaddle,,30,632,yes,series,Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,"ochric epipedon(0-3), argillic horizon(3-39)",Thermic,Typic,Xeric,18,F018XC201CA,Thermic Granitic Foothills,,,,,,,,,"QUDO, QUWI2",26,28,29,59,63,63,240,265,285,1360,2320,3440,6,27,30,90,360,0,foothills,hillslopes,side slope,backslope,concave/linear,colluvium derived from granite over residuum weathered from granite,,,,,,59,,0,moderately high,moderately high,moderately high,1.5,1.9,2.2,5.6,7,7.8,FSL,3,0,5,7,1,14,0,0,0,0,10,0,0,0,0.23,15,34,weak medium granular structure,5.1,7.3,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6140,2wcjs,"Ashmountain-Shepherdsaddle-Ahwahnee complex, 6 to 60 percent slopes",order 3,2924645,2-SON SEKI,2669356,Ahwahnee,,24,505,yes,taxadjunct,Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,coarse-loamy,"ochric epipedon(0-11), argillic horizon(11-32), paralithic materials(32-42), paralithic contact(32-42)",Thermic,Typic,Xeric,18,R018XC107CA,Thermic Hills And Mountains south-facing,,,,,,,,,,26,28,29,59,63,63,240,265,285,1360,2920,3440,30,60,60,230,360,0,foothills,hillslopes,side slope,backslope,"convex/linear, convex/convex",colluvium derived from granite over residuum weathered from granite,Paralithic bedrock,20,32,39,,32,,0,high,moderately high,moderately high,1.1,1.3,1.8,3.3,4,6,GR-SL,2,0,5,9,1,14,15,0,7,0,15,0,0,0,0.23,8,15,moderate medium platy structure,5.6,6.5,5.6,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6140,2wcjs,"Ashmountain-Shepherdsaddle-Ahwahnee complex, 6 to 60 percent slopes",order 3,2924645,2-SON SEKI,2669354,Andregg,,10,211,no,taxadjunct,Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy,"mollic epipedon(0-9), cambic horizon(9-21), paralithic materials(21-31), paralithic contact(21-31)",Thermic,Typic,Xeric,18,F018XC203CA,Cool Thermic Slopes,,,,,,,,,"AECA, QUCH2, QUDO, QUWI2",26,28,29,59,63,63,240,265,285,1360,2230,3440,15,38,45,135,360,0,foothills,hillslopes,side slope,backslope,concave/linear,colluvium derived from granite over residuum weathered from granite,Paralithic bedrock,20,21,39,,21,,0,high,high,high,0.7,1.3,1.5,1.5,2.5,3.4,COSL,3,0,5,0,0,7,0,0,0,0,29,0,0,6,0.23,10,15,structureless massive structure,5.6,7.3,,,0,0,,,0,0,,,0,0,,,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6140,2wcjs,"Ashmountain-Shepherdsaddle-Ahwahnee complex, 6 to 60 percent slopes",order 3,2924645,2-SON SEKI,2417665,Rock outcrop,granitic,5,105,no,miscellaneous area,,,,,,,,,,18,,,,,,,,,,,,26,28,29,59,63,63,240,265,285,1360,2230,3440,30,45,60,,,,foothills,hillslopes,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6141,2wcjt,"Andregg-Fryespoint-Shepherdsaddle complex, 30 to 60 percent slopes",order 3,2924646,2-SON SEKI,2669367,Andregg,,40,2937,yes,taxadjunct,Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy,"mollic epipedon(0-9), cambic horizon(9-21), paralithic materials(21-31), paralithic contact(21-31)",Thermic,Typic,Xeric,18,F018XC203CA,Cool Thermic Slopes,,,,,,,,,"AECA, QUCH2, QUDO, QUWI2",27,28,31,59,61,63,230,250,270,1390,2230,4170,30,38,60,135,360,0,foothills,"hillslopes, mountain slopes",side slope,backslope,concave/linear,colluvium derived from granite over residuum weathered from granite,Paralithic bedrock,20,21,39,,21,,0,high,high,high,0.7,1.3,1.5,1.5,2.5,3.4,COSL,3,0,5,0,0,7,0,0,0,0,29,0,0,6,0.23,10,15,structureless massive structure,5.6,7.3,,,0,0,,,0,0,,,0,0,,,,,,well,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6141,2wcjt,"Andregg-Fryespoint-Shepherdsaddle complex, 30 to 60 percent slopes",order 3,2924646,2-SON SEKI,2669366,Fryespoint,,30,2203,yes,series,Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,loamy-skeletal,"mollic epipedon(0-11), lithic contact(24-79)",Thermic,Typic,Xeric,18,R018XC107CA,Thermic Hills And Mountains south-facing,,,,,,,,,,27,28,31,59,61,63,230,250,270,1390,2770,4170,30,52,60,215,310,50,foothills,"hillslopes, mountain slopes",mountainflank,"backslope, shoulder",convex/convex,residuum weathered from granite,Lithic bedrock,20,24,39,,24,,0,moderately high,moderately high,moderately high,0.5,0.9,1.2,1.1,1.8,2.6,GRV-COSL,20,1,24,8,2,28,35,0,25,25,42,0,0,13,0.23,10,16,moderate fine subangular blocky structure parts to moderate medium granular structure,5.6,7.3,5.6,7.3,0,0,0,0,0,0,0,0,0,0,0,0,,,,somewhat excessively,none,,none,,,,
CA792,"Sequoia and Kings Canyon National Parks, California",6141,2wcjt,"Andregg-Fryespoint-Shepherdsaddle complex, 30 to 60 percent slopes",order 3,2924646,2-SON SEKI,2417669,Shepherdsaddle,,15,1101,yes,series,Alfisols,Xeralfs,Haploxeralfs,Ultic Haploxeralfs,fine-loamy,"ochric epipedon(0-3), argillic horizon(3-39)",Thermic,Typic,Xeric,18,F018XC201CA,Thermic Granitic Foothills,,,,,,,,,"QUDO, QUWI2",27,28,31,59,61,63,230,250,270,1390,2320,4170,30,35,60,90,360,0,foothills,"hillslopes, mountain slopes","mountainflank, side slope",backslope,linear/linear,colluvium derived from granite over residuum weathered from granite,,,,,,59,,0,moderately high,moderately high,moderately high,1.5,1.9,2.2,5.6,7,7.8,FSL,3,0,5,7,1,14,0,0,0,0,10,0,0,0,0.23,15,34,weak medium granular structure,5.1,7.3,5.1,6.5,0,0,0,0,0,0,0,0,0,0,0,0,,,,well,none,,none,,,,
